Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target
29,No,Middle Income,3.0,Yes,No,0
37,No Record,Middle Income,1.0,Yes,No,0
30,No Record,Middle Income,4.0,No,No,0
30,No Record,Middle Income,2.0,No,No,0
27,Yes,High Income,1.0,No,No,0
34,No,Middle Income,1.0,No,No,0
30,No,Middle Income,1.0,Yes,Yes,0
30,No,Middle Income,3.0,No,Yes,0
34,No,Low Income,1.0,Yes,No,0
34,Yes,High Income,1.0,Yes,Yes,0
30,No Record,Low Income,3.0,Yes,Yes,0
35,No,Low Income,3.0,Yes,No,0
35,No,Middle Income,1.0,Yes,No,0
37,No,Middle Income,1.0,Yes,Yes,0
27,No Record,Low Income,1.0,Yes,Yes,1
34,No,Low Income,2.0,Yes,Yes,1
27,No,Low Income,1.0,No,No,0
35,No,Middle Income,1.0,No,Yes,0
37,No Record,Middle Income,5.0,No,Yes,0
30,Yes,Low Income,2.0,No,No,0
31,No Record,Middle Income,4.0,Yes,No,0
30,No Record,Middle Income,6.0,No,Yes,0
30,No,Middle Income,2.0,No,No,0
30,No,Middle Income,1.0,No,Yes,0
30,No Record,Middle Income,1.0,No,Yes,0
30,Yes,High Income,6.0,No,No,0
30,Yes,High Income,1.0,No,No,0
30,No Record,Middle Income,2.0,Yes,No,0
30,No,Low Income,5.0,No,No,0
35,No,Middle Income,1.0,Yes,No,0
28,No,Middle Income,1.0,No,Yes,0
34,No,Middle Income,6.0,Yes,Yes,0
33,Yes,high Income,1.0,Yes,No,0
30,Yes,Low Income,1.0,Yes,No,0
30,No,Low Income,2.0,No,Yes,0
30,No,Middle Income,5.0,No,Yes,1
37,No,Middle Income,6.0,"No, FrequentFlyer is No Record, ServicesOpted is 3",No,0
31,No,Low Income,1.0,Yes,Yes,0
30,Yes,High Income,6.0,No,No,0
34,No,Middle Income,4.0,No,Yes,0
31,No,Low Income,5.0,No,Yes,0
27,No,Middle Income,1.0,Yes,No,0
37,No Record,Middle Income,5.0,Yes,Yes,0
30,No Record,Middle Income,1.0,Yes,No,0
36,No Record,Low Income,5.0,Yes,Yes,0
30,No Record,Low Income,5.0,No,No,0
30,Yes,Low Income,1.0,No,Yes,0
30,No Record,Middle Income,3.0,No,Yes,0
30,No Record,Low Income,1.0,No,Yes,0
30,No,Middle Income,1.0,No,Yes,0
29,No,Middle Income,1.0,Yes,Yes,0
37,No,Middle Income,1.0,No,Yes,0
30,No Record,Middle Income,1.0,No,Yes,0
31,No,Low Income,2.0,No,No,1
36,Yes,Low Income,1.0,Yes,No,0
35,No Record,Low Income,1.0,Yes,No,0
30,Yes,High Income,1.0,No,Yes,0
30,No,High Income,4.0,No,Yes,1
29,No,Low Income,1.0,Yes,Yes,0
36,Yes,Low Income,1.0,No,No,0
30,No,Low Income,1.0,No,Yes,1
31,Yes,High Income,1.0,No,No,1
37,Yes,Middle Income,1.0,Yes,Yes,0
30,No,Middle Income,3.0,Yes,No,0
28,No,Low Income,3.0,No,Yes,1
30,No Record,Low Income,4.0,Yes,No,1
30,No Record,Middle Income,1.0,Yes,Yes,1
34,No,Low Income,1.0,Yes,No,0
30,Yes,High Income,1.0,No,No,0
30,No,Low Income,1.0,No,Yes,1
30,No,Middle Income,1.0,Yes,Yes,0
30,No Record,Middle Income,2.0,Yes,No,0
35,No,Low Income,1.0,Yes,No,0
30,No,Low Income,5.0,Yes,No,0
30,No,Low Income,1.0,Yes,Yes,0
31,No,Low Income,2.0,No,No,0
27,No Record,Low Income,1.0,No,Yes,0
30,No Record,Middle Income,2.0,No,No,1
28,No,Low Income,1.0,No,Yes,1
30,No Record,Middle Income,2.0,No,No,0
29,No,Middle Income,1.0,No,Yes,0
30,No,Low Income,1.0,Yes,No,0
30,Yes,Low Income,1.0,No,No,0
37,No,Middle Income,1.0,Yes,No,0
30,No,Low Income,2.0,No,Yes,0
31,No,Low Income,1.0,Yes,Yes,0
37,Yes,High Income,1.0,No,Yes,1
28,No,Middle Income,1.0,Yes,No,0
34,Yes,High Income,2.0,No,No,0
28,Yes,Low Income,1.0,Yes,Yes,0
36,No,Middle Income,2.0,No,Yes,0
32,No,Middle Income,2.0,Yes,No,0
34,No,Middle Income,1.0,Yes,No,0
34,High,High Income,1.0,Yes,Yes,0
34,No,Low Income,1.0,No,Yes,0
33,No,Middle Income,3.0,No,No,0
27,Yes,Low Income,1.0,Yes,No,1
35,No,Low Income,1.0,No,No,1
30,No,Middle Income,6.0,No,Yes,0
34,No,Middle Income,1.0,Yes,Yes,0
30,No,Low Income,5.0,Yes,No,0
29,No,Middle Income,2.0,Yes,No,0
34,No,Middle Income,2.0,No,Yes,0
34,No Record,Middle Income,3.0,Yes,Yes,0
31,No Record,Middle Income,1.0,No,No,1
30,No,Middle Income,1.0,No,Yes,0
30,No Record,Middle Income,2.0,No,No,0
37,No,Middle Income,2.0,No,No,0
31,No,Low Income,5.0,No,Yes,1
37,No,Low Income,1.0,Yes,No,0
34,No Record,Middle Income,3.0,No,Yes,0
30,No,Middle Income,2.0,No,No,0
36,No Record,Middle Income,1.0,No,No,0
30,No,Middle Income,4.0,No,No,0
30,No,Low Income,1.0,No,No,1
35,No Record,Middle Income,2.0,No,No,0
37,No Record,Low Income,1.0,Yes,Yes,0
30,No,Low Income,6.0,Yes,Yes,0
38,No,Middle Income,2.0,Yes,No,0
30,No Record,Middle Income,1.0,No,Yes,0
30,No,Middle Income,4.0,No,Yes,0
37,No Record,Low Income,1.0,No,Yes,0
40,No,Middle Income,1.0,Yes,No,1
30,No,Low Income,1.0,No,Yes,0
30,Yes,High Income,1.0,Yes,No,0
31,No Record,Middle Income,1.0,No,No,0
30,No,Low Income,2.0,No,No,0
34,No Record,Middle Income,1.0,No,Yes,0
31,No,Low Income,2.0,No,No,0
29,No Record,Middle Income,2.0,No,No,0
35,No,Middle Income,3.0,Yes,No,0
30,No,High Income,1.0,Yes,No,1
28,No,Middle Income,2.0,No,No,0
35,No Record,Middle Income,1.0,No,Yes,0
27,No,Low Income,2.0,No,No,0
30,No,Middle Income,6.0,No,No,0
37,No Record,Middle Income,4.0,Yes,No,0
30,No,Low Income,1.0,No,No,0
35,No,Low Income,2.0,No,No,0
