Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3383,138,32,242,56,2203,245,204,165,1599,2,29,2
2211,336,12,62,0,1044,241,238,127,1048,4,10,4
2811,31,17,144,37,1043,206,201,131,1074,1,29,2
3062,150,28,30,18,650,203,196,154,1315,1,10,2
3220,251,17,212,131,1290,195,221,199,1435,3,23,1
2962,65,16,150,22,815,246,223,92,1217,3,13,1
2934,206,16,192,38,756,184,226,167,1170,1,16,2
2626,111,12,30,5,1824,233,219,120,1184,1,10,2
2484,43,18,502,161,1147,215,214,138,2262,4,10,2
2522,181,28,278,46,655,232,213,135,368,4,6,3
2385,335,12,262,26,242,214,234,131,1868,4,30,7
2954,48,16,180,18,6114,247,228,103,1422,4,39,4
3224,167,19,583,125,751,225,224,120,2336,3,11,2
3004,231,35,200,-6,150,189,247,120,480,1,24,2
3230,198,10,201,6,3193,252,211,128,1677,1,19,2
2299,145,1,250,17,2516,230,234,133,1440,4,10,6
3239,311,20,287,160,3483,214,232,123,1287,1,29,1
2745,109,16,150,59,3880,179,233,135,4622,1,29,2
3201,61,10,407,74,1734,220,210,108,2155,3,32,1
2266,191,6,390,31,1667,223,224,141,1167,4,10,2
3238,24,27,30,-1,1878,162,244,218,1886,1,29,2
3297,263,9,382,-42,3082,155,226,157,2382,1,29,2
3263,314,41,30,3,2318,207,224,146,1984,1,6,2
2335,324,16,309,31,900,162,205,168,738,4,10,6
2308,334,18,190,34,662,152,244,174,1508,4,40,3
3283,148,13,301,42,983,212,221,136,1020,1,32,2
2879,331,35,30,17,1521,153,225,141,2114,3,10,2
3209,25,14,256,26,2173,200,235,137,3632,1,29,2
3220,108,23,327,31,1065,243,222,128,2506,1,33,1
3172,241,13,158,23,1500,201,205,190,2063,4,4,3
3241,150,15,192,74,1084,224,232,123,1552,1,23,2
2971,131,14,371,101,1472,231,196,142,3166,1,22,7
2535,170,13,158,165,1814,216,216,32,3463,1,10,2
3293,133,14,309,44,4650,241,240,191,4513,2,22,1
2134,197,17,30,2,1842,233,239,102,2042,4,10,6
2231,196,17,60,6,5229,247,176,134,1248,4,17,1
3079,251,16,301,38,1844,220,234,192,2853,2,32,2
3214,12,14,162,27,1593,226,174,104,1097,2,22,1
2407,357,25,30,5,826,232,186,124,460,4,10,3
2822,357,17,128,107,1132,211,211,164,3553,3,10,2
3031,31,15,108,20,3532,183,225,103,2474,2,29,1
3148,102,12,389,-17,5351,193,231,132,1531,1,29,1
3140,257,24,153,18,1491,233,221,79,2940,3,21,2
3249,124,12,108,13,6624,165,221,178,1104,2,32,1
3286,193,11,182,43,3299,216,220,181,1267,3,33,2
3240,282,33,212,88,1609,137,213,213,3736,1,22,1
3309,290,26,439,139,1542,213,252,177,1380,1,12,2
2461,287,15,180,47,2452,227,226,150,1617,4,3,1
3134,305,17,42,19,519,208,211,164,588,2,22,1
2718,301,13,162,25,917,189,224,177,1062,3,29,1
2513,290,13,150,61,1464,202,231,216,3420,1,13,2
2455,327,17,477,53,5146,216,211,149,1722,3,23,2
3170,41,26,150,119,2487,222,206,110,893,2,24,1
3241,68,9,215,108,2250,242,239,171,3321,2,33,2
3221,342,15,305,-11,1597,185,226,159,1180,1,33,1
2258,24,11,306,133,1121,201,206,163,2716,4,14,3
2696,175,14,170,44,1523,245,220,134,1565,3,32,1
3141,293,11,1141,21,2566,235,234,108,2517,1,29,1
3129,300,17,214,123,4426,198,226,193,464,2,33,2
2331,101,14,780,147,2290,248,206,109,1551,4,1,6
3217,165,10,30,4,1811,225,233,157,732,1,29,2
3223,161,20,340,23,2615,213,249,150,1335,1,24,2
3205,335,28,162,45,1195,201,184,161,1574,4,10,1
3142,295,13,951,122,2064,192,224,137,1943,1,17,1
3227,154,11,427,218,1298,205,232,170,1826,1,10,2
2594,332,16,120,30,1259,227,229,131,2300,4,10,6
2193,137,11,150,28,441,223,228,158,1797,4,6,3
3220,47,17,414,130,170,226,218,122,1064,4,10,1
3060,133,13,300,40,745,162,221,180,1112,2,32,1
2835,149,13,134,24,1263,229,231,140,2188,1,29,2
3371,318,5,231,22,1259,216,226,123,2366,2,23,1
3103,272,16,305,48,1943,217,238,127,2594,1,29,2
3016,334,10,708,45,2338,212,234,159,1263,1,29,2
2522,173,12,1313,349,704,238,207,111,4154,4,12,2
2301,193,13,448,163,516,231,198,114,339,4,10,3
3291,338,14,212,43,2287,174,221,169,1232,2,21,1
3192,14,20,67,68,1604,247,184,102,1046,2,23,1
3164,241,8,365,18,4175,215,213,133,1791,3,33,2
3005,254,11,127,33,3982,207,224,156,1960,1,29,1
3203,131,22,369,15,5098,238,245,138,1508,1,23,3
4082,26,4,0,0,1995,216,235,146,1214,3,33,1
3325,162,15,181,118,4061,210,231,198,2960,2,22,2
3180,28,11,108,124,6418,191,238,159,3665,2,29,1
3122,258,28,108,11,1788,209,254,134,2037,3,23,1
3209,330,10,594,21,1190,202,223,144,1119,1,12,2
2917,85,9,573,121,1433,249,225,122,1441,3,1,2
3061,206,25,510,30,1500,152,231,155,379,3,33,2
2142,317,11,296,50,3178,214,205,161,11290,4,40,7
3394,208,23,107,52,2194,197,201,128,2378,3,23,2
3220,131,12,444,83,1508,242,235,49,4347,1,29,2
3307,38,22,180,118,5441,199,215,200,1914,2,32,2
3170,9,18,180,32,1489,243,246,88,1960,3,32,1
3145,168,19,120,-4,306,200,214,164,742,3,32,1
3183,337,16,242,5,1622,215,217,138,947,1,29,2
2278,55,14,108,-13,1250,226,231,148,1513,4,10,2
2278,319,18,296,102,1420,228,211,184,1331,3,22,2
3114,149,15,68,12,651,202,210,168,3942,2,22,2
3213,182,15,278,60,5812,213,239,168,4700,3,22,1
2313,157,11,234,99,1190,230,227,122,2451,4,10,3
2481,94,10,226,30,380,245,215,112,935,4,6,6
3100,164,18,150,14,398,200,224,152,626,2,32,1
3140,100,18,85,11,1965,238,217,116,1833,1,23,1
3221,254,13,696,69,880,219,211,155,492,4,39,2
2256,290,11,67,36,1149,144,220,131,1361,4,6,1
3218,94,9,285,19,3704,233,229,150,1164,1,23,1
3131,147,16,592,15,1541,227,222,151,5647,3,38,1
3060,88,11,448,209,1217,245,199,91,2013,2,33,1
3147,50,11,42,76,603,224,231,98,1531,3,33,1
3201,176,15,160,101,1927,211,238,181,1017,3,33,2
3462,98,17,247,36,2351,248,172,96,4804,3,33,2
2881,25,21,108,11,1268,219,223,127,1240,1,29,2
3218,283,16,162,121,1913,142,222,177,2919,2,23,1
2732,125,14,110,-4,1150,213,217,134,718,4,6,3
3116,155,15,670,172,1511,215,215,129,743,2,23,2
3266,50,24,312,27,1506,204,224,190,2249,2,22,2
3218,332,29,42,14,138,99,207,190,424,3,31,2
3124,234,20,2047,213,2508,198,232,138,1222,3,23,2
3273,108,18,487,-32,3215,241,239,184,744,2,23,2
3204,64,7,426,24,2341,221,218,133,834,2,23,1
2472,255,30,42,118,1208,232,200,114,1083,4,10,6
3102,16,16,277,0,5394,186,214,190,2243,2,32,2
3228,67,20,275,52,384,202,227,157,870,1,32,2
3324,324,13,342,11,3305,163,227,166,1789,1,22,2
3425,126,16,323,33,1916,222,195,113,4246,1,6,6
3247,353,11,369,28,1344,210,235,110,2378,2,23,1
2879,41,15,362,124,4784,207,225,169,1045,3,33,1
3246,251,10,108,43,840,150,235,219,4660,4,6,4
2957,354,14,90,10,2220,217,208,142,1401,3,10,2
2753,31,15,87,20,1360,196,202,172,1462,4,10,2
3110,167,11,310,-40,2385,235,225,91,1536,4,10,2
2102,193,13,520,80,1624,224,214,128,2061,4,10,6
3144,31,15,90,19,5060,208,225,181,1565,2,23,2
3013,82,38,298,134,1182,231,200,63,1140,2,33,2
3103,62,29,458,124,2041,222,227,122,5477,2,32,1
3012,0,11,131,19,1412,240,224,85,5790,4,10,3
2220,176,18,42,1,0,236,184,133,518,4,6,3
3202,91,11,500,16,2127,251,211,134,2029,1,23,1
3034,200,19,30,2,1466,216,225,129,4499,1,30,1
2979,150,34,338,43,1387,220,237,108,619,1,24,2
2125,349,6,150,33,719,205,213,166,1532,4,5,2
2149,265,11,42,21,651,235,245,115,1060,4,4,1
3365,188,21,60,16,1849,184,251,184,4428,2,33,1
3097,109,26,277,32,567,233,225,123,522,2,29,1
3128,114,14,381,114,2277,226,220,178,676,3,23,1
3170,326,19,523,58,4203,163,201,128,954,2,23,1
3232,323,19,258,76,1748,159,201,221,3386,1,29,1
3213,88,11,127,28,1179,247,223,99,1612,2,14,2
3298,299,28,278,177,1469,192,242,108,2718,4,40,6
3208,300,16,150,52,863,166,227,156,690,1,29,2
3260,151,17,700,114,2747,205,240,176,2263,2,23,2
3488,242,14,516,15,1821,216,226,170,2639,1,23,2
3149,139,28,87,32,330,195,226,166,1396,1,22,2
3151,21,12,427,27,3668,179,239,209,3305,2,4,3
3131,9,14,342,22,2677,222,225,163,3397,2,32,1
3110,38,15,268,86,1015,180,230,185,1335,2,24,1
2843,112,11,42,25,3724,224,248,147,1478,3,38,1
2284,126,31,80,40,2494,224,196,148,3296,4,30,2
3281,30,46,161,115,1428,148,215,161,1405,4,6,3
3261,247,14,312,194,4068,163,240,166,753,1,23,2
3034,320,20,160,67,1921,198,212,182,1038,3,10,2
2859,192,5,210,13,2153,211,226,140,1537,1,23,2
3319,141,23,242,23,150,178,234,210,1539,1,29,2
3181,21,6,261,29,1274,206,225,144,1228,3,22,2
3052,243,13,155,126,857,189,217,140,5542,1,29,2
2307,2,15,277,7,1208,203,219,160,2488,4,12,2
2456,138,23,126,149,2779,177,216,168,1241,4,6,3
3136,314,6,124,25,4307,220,232,137,1808,2,23,1
3209,133,14,214,12,1834,228,232,146,1142,1,29,1
3102,33,15,214,31,1534,141,212,129,1064,1,24,2
3147,195,21,393,30,1120,228,225,138,1623,1,29,1
3214,336,18,297,-16,2422,188,207,193,1330,1,22,1
2661,335,16,303,86,3414,211,229,143,2452,4,10,2
2769,297,4,124,75,2403,195,253,168,889,1,19,2
3401,312,12,170,108,2481,194,176,138,1593,2,23,2
3051,67,12,286,-55,4627,227,226,135,1763,2,32,1
3062,324,14,30,51,2635,185,178,163,1105,2,24,2
3492,263,21,150,48,1822,212,215,129,1068,2,32,1
3024,23,12,309,52,444,209,226,19,1143,2,22,2
3133,369,16,90,20,1729,247,207,109,593,2,23,2
3183,45,12,30,2,1213,227,222,119,1238,2,24,3
3010,216,22,379,102,1647,206,221,156,1667,1,29,2
2324,228,13,421,126,1205,249,216,102,2285,4,12,6
2445,327,15,468,119,2401,160,199,163,4560,3,10,2
3210,135,21,445,107,2200,234,227,111,3494,1,29,1
2998,366,21,313,53,873,225,217,63,4686,1,29,1
2231,52,46,0,0,710,239,228,114,2650,4,6,7
2319,323,12,108,27,1272,192,223,168,841,4,13,6
3262,135,9,554,17,1520,198,234,180,1280,4,10,3
2932,325,28,258,102,1287,188,199,161,1445,3,32,1
3474,6,16,67,62,3019,236,217,167,1680,3,23,1
3132,312,20,318,49,1590,154,228,167,1445,3,38,1
3084,359,15,180,3,411,184,233,197,3517,1,29,7
2329,140,11,212,16,1905,240,237,101,1934,3,33,2
3072,340,10,348,24,1375,193,235,174,798,4,4,3
2064,347,15,718,258,4843,211,216,187,1187,4,32,2
3253,128,25,340,180,2391,227,218,137,1288,1,29,2
2920,195,34,420,42,4616,209,206,107,1275,4,10,3
2173,267,3,406,279,2880,201,209,163,1741,4,10,2
3104,46,16,675,256,2176,226,221,110,581,2,22,2
3169,122,13,0,0,1328,238,258,119,1872,1,23,1
3150,328,13,290,69,1366,200,214,158,1983,2,23,2
3006,134,12,30,11,820,196,243,133,535,2,22,2
3450,309,41,555,87,1219,118,214,194,1258,2,22,1
2922,183,17,85,37,1080,208,220,160,2826,3,10,2
3274,329,11,30,8,1090,206,209,177,1772,1,20,1
3132,334,24,342,122,854,198,188,124,2577,3,29,2
3237,315,10,134,21,3268,202,236,193,902,2,33,2
2970,128,16,150,68,1168,196,211,128,1140,1,30,2
3127,334,15,297,43,2074,202,226,154,1863,2,23,1
3274,343,16,420,57,618,131,258,194,930,1,29,1
3125,300,23,277,11,2778,169,190,173,1922,2,25,1
2784,193,26,90,3,1713,225,177,97,4503,1,10,2
2210,100,2,218,29,1205,211,230,113,1129,4,10,6
3092,119,16,150,48,194,227,224,127,1332,1,29,2
2342,129,18,454,39,1343,241,242,95,1236,1,10,2
2586,92,16,401,64,3690,224,238,140,1160,1,29,1
2620,336,15,214,83,1208,178,207,193,0,1,13,2
3493,250,16,127,69,1540,224,224,93,2503,1,29,2
3179,11,25,248,17,3042,243,228,115,753,3,23,2
3231,118,15,120,15,1968,229,246,129,2400,1,29,2
2995,295,23,212,83,1260,202,185,159,1076,3,31,1
3030,263,22,214,121,1241,189,186,183,755,3,22,2
2819,114,13,495,150,1835,246,244,74,1613,1,29,2
3199,308,30,30,10,3061,170,215,162,972,2,23,1
3158,270,11,218,30,1235,189,214,171,448,2,33,2
2669,53,14,212,20,402,227,235,146,2595,4,10,3
3112,100,7,521,13,1611,223,234,140,1888,3,33,1
3339,171,19,312,111,5150,236,204,110,2072,2,33,1
2943,122,10,208,30,3115,233,221,187,1165,1,29,2
2849,135,23,1089,103,1726,242,213,125,1455,1,22,1
2952,165,4,287,64,3336,239,235,119,6439,1,40,1
3264,113,11,180,42,2961,226,221,143,2306,1,40,7
3163,132,21,217,15,1220,169,216,174,1327,1,10,2
2919,5,16,501,66,1716,229,216,117,351,1,29,2
3329,327,16,461,35,761,245,246,97,1216,1,11,2
2329,129,20,190,119,1099,226,233,164,2386,4,10,3
2908,5,10,301,33,6740,232,211,109,4841,1,29,3
3244,123,17,108,19,830,227,246,136,1340,2,24,1
3347,243,16,295,68,1295,169,216,22,855,3,33,1
1926,242,24,150,31,1004,216,225,170,442,4,10,3
2963,54,20,0,0,5886,217,212,158,1652,1,29,2
2927,373,10,0,0,2883,207,224,179,1536,3,31,2
2431,19,12,150,25,634,220,244,115,1335,4,1,6
3127,67,7,108,34,1806,226,233,153,642,3,22,2
2339,150,14,108,19,3443,234,210,129,1510,4,19,3
2330,24,38,331,51,1734,193,248,199,2118,4,10,1
2928,192,10,2686,163,1200,234,225,122,1971,3,22,2
2908,261,27,524,108,6234,208,252,143,1018,1,33,1
3031,7,17,170,26,883,207,229,109,1171,1,29,2
2917,160,10,543,101,1228,202,228,128,1384,3,34,1
2159,326,24,363,15,1330,172,212,189,371,4,10,6
2906,314,15,277,63,1374,214,226,162,1028,1,13,6
2219,170,17,30,6,1630,152,212,135,1085,4,10,3
3099,135,11,60,13,1169,234,226,145,1066,2,10,2
2319,112,19,477,194,1023,236,219,156,2286,4,4,3
2932,100,18,364,115,2941,233,232,145,2641,3,33,1
2853,285,23,793,70,1985,191,202,139,890,3,22,3
3091,127,20,647,93,4603,236,227,161,3021,1,29,2
3035,294,26,400,9,248,181,222,192,989,1,24,2
2830,231,24,315,53,5110,211,219,148,2175,1,23,1
3293,21,23,361,125,1779,208,221,152,1560,1,29,2
3121,199,10,150,56,2882,223,225,119,3310,1,22,6
3200,139,18,407,45,4887,210,227,129,2018,1,12,2
3131,16,16,349,164,4224,241,213,108,6401,3,33,2
3260,123,29,452,90,1593,251,181,0,1958,2,33,1
3211,193,10,60,4,4519,236,234,125,1832,3,23,1
3162,117,19,330,198,1683,242,235,158,950,4,4,3
3388,42,17,498,129,3445,201,213,146,1942,1,23,2
2341,146,15,30,19,1150,210,234,201,2622,4,10,3
2524,307,13,331,32,2865,164,233,25,2014,3,32,1
2633,324,21,30,16,4421,188,199,152,1374,4,4,6
2487,320,30,218,124,4381,208,196,169,1086,4,10,2
3119,308,4,127,34,1406,213,238,136,1694,2,12,2
2184,115,14,1343,73,1254,193,236,177,6367,1,23,2
2955,255,15,218,18,1046,178,219,200,2071,1,29,2
3057,189,13,30,20,2880,201,189,164,2604,2,33,1
1906,22,13,150,6,3535,186,221,211,2469,4,10,3
3302,182,12,371,70,2798,203,222,193,1747,2,23,2
2352,181,18,611,122,1728,227,225,110,3369,1,22,1
2951,326,23,190,52,3272,152,196,113,913,1,32,7
3287,125,16,195,55,2574,254,231,218,1084,3,10,3
3171,372,11,162,110,4862,136,239,214,1365,1,32,2
3126,14,11,30,17,1942,215,248,65,1016,1,32,2
3112,35,14,407,81,1827,195,242,152,1509,1,29,2
2041,51,12,162,126,604,217,213,133,1132,1,10,2
2545,202,18,30,17,984,135,212,154,1409,1,10,2
2954,327,17,384,35,1338,229,226,153,3190,1,10,2
2933,135,10,487,23,1350,229,244,162,1024,1,23,2
3015,30,14,277,83,2407,152,230,215,637,3,32,2
2826,296,22,213,31,915,197,228,147,1572,1,23,1
3374,158,15,137,13,941,203,225,148,1995,2,33,1
2669,290,13,0,0,2055,206,226,211,3931,1,29,2
2761,258,11,132,30,1308,166,234,17,1382,1,23,1
3243,144,13,60,37,5021,225,211,142,1249,2,23,2
2329,328,13,287,168,860,151,220,197,1011,4,6,2
3111,121,12,202,6,991,229,253,138,5042,3,13,2
2444,114,11,150,22,1909,243,229,127,1002,4,15,3
3287,352,11,162,60,664,213,231,172,4321,2,22,2
3208,134,28,277,-89,998,233,223,118,1704,1,23,1
2059,130,11,165,33,1726,230,221,129,1145,1,10,2
2150,136,17,30,19,1003,238,234,101,456,4,6,5
3062,192,11,361,31,254,231,242,136,2223,3,29,2
3156,197,18,309,40,2878,241,242,42,887,3,32,2
2978,286,7,307,91,1515,200,222,175,3820,1,29,1
3110,307,13,309,19,898,207,231,198,1040,2,39,2
2468,333,10,150,37,690,195,233,148,1489,4,10,6
3138,121,23,85,26,1263,234,152,141,743,1,29,1
2859,36,16,60,35,1782,212,223,133,856,1,16,1
3207,163,26,67,8,1537,234,224,118,1624,1,29,2
3138,184,15,108,72,1757,224,222,154,2186,1,29,1
3326,150,13,283,172,3607,246,230,134,2233,1,22,2
2210,150,15,30,-7,1700,213,222,164,1818,4,6,2
3185,104,15,495,105,2981,246,215,113,1285,2,32,2
2347,51,20,170,28,1922,232,222,127,1225,4,6,6
3252,254,18,516,271,1018,203,224,181,397,2,23,2
2187,14,17,300,61,851,229,232,131,1114,3,10,1
2841,128,11,286,275,5748,220,235,169,3316,1,29,2
3046,109,14,175,45,5040,209,226,150,1760,3,33,1
2727,153,13,30,1,2219,238,207,133,1103,1,29,1
2502,240,26,314,17,2706,202,205,193,1634,4,33,1
2295,121,11,127,67,1626,242,212,117,1638,4,13,6
2856,305,26,168,-43,2139,240,225,109,1773,1,29,1
2718,146,15,470,18,1511,231,214,117,402,1,11,6
2940,245,14,604,127,2440,201,212,180,5640,1,10,2
3219,319,19,60,26,2756,182,225,146,1759,2,22,2
2964,287,10,210,14,2719,216,234,181,2544,3,22,2
3232,159,13,242,20,3908,182,239,160,1785,1,26,2
2913,319,24,605,41,480,185,238,191,1357,1,29,1
3209,174,13,108,101,1521,228,224,163,1826,2,22,1
3098,123,20,30,16,542,215,216,152,1060,1,13,2
3121,163,14,260,19,1108,235,218,112,2309,3,22,2
3123,141,10,422,25,1714,225,226,150,1369,1,33,1
3280,186,16,0,0,1482,247,212,123,1125,1,23,1
3296,113,11,242,161,863,211,227,36,1018,3,31,6
3140,304,26,391,-143,1140,178,228,179,2770,3,23,2
3024,284,13,342,158,402,198,241,136,2578,1,22,2
3281,143,13,180,30,1505,234,225,133,1410,2,22,2
3107,56,18,268,21,1265,225,233,142,1974,1,11,2
3206,251,27,493,-35,1401,181,243,171,2077,2,29,2
2464,103,14,108,54,5341,238,225,174,978,4,2,1
3344,102,13,190,22,1272,233,206,148,3342,2,32,2
2434,311,23,150,114,235,183,200,180,513,1,12,2
2320,113,29,700,282,1424,201,195,165,1047,1,10,2
3231,310,17,270,2,981,213,222,136,2320,3,33,2
2973,124,18,201,-7,1200,240,227,119,1335,1,29,1
2725,125,14,127,3,996,228,248,154,1120,3,38,1
3122,125,10,150,24,1326,232,225,96,2347,2,30,1
3294,25,19,383,147,1860,186,225,118,1434,3,31,1
3294,188,11,42,29,2100,210,236,128,4508,1,38,2
3113,211,12,233,146,1445,209,217,143,5619,1,29,2
3317,339,37,192,77,1100,158,192,157,1075,2,22,1
2853,285,11,312,44,1253,178,256,116,1310,4,10,1
2812,120,10,297,28,1826,232,229,116,3243,1,29,2
3453,292,16,140,77,717,199,241,195,6423,1,25,2
3127,290,20,581,85,1997,217,225,157,1889,1,29,1
3226,106,17,212,32,3773,189,221,192,1828,1,29,1
3083,75,20,170,-2,1800,231,227,184,1504,3,32,1
2953,345,33,180,89,1367,175,225,200,2114,3,33,2
2166,38,9,0,0,5014,247,238,123,1146,4,10,1
2962,192,25,402,68,2510,210,248,143,1335,1,13,3
2916,195,7,762,73,1546,219,204,156,1243,1,13,2
3337,182,19,397,66,1503,228,216,113,766,1,12,2
2834,342,21,150,40,3116,189,250,171,2656,1,29,1
3272,75,11,60,16,4701,225,217,197,90,2,33,1
3130,29,12,240,6,1690,193,256,171,1647,1,29,2
2307,41,22,108,6,780,222,132,136,575,4,6,2
2227,125,23,314,17,1158,232,188,127,3303,4,40,5
3121,326,15,392,197,1456,201,218,161,1762,3,6,2
3212,227,16,150,24,6095,209,223,173,1289,3,23,2
3003,83,23,124,17,1630,221,236,108,960,2,29,1
3335,120,11,301,111,1930,231,239,146,1219,1,39,2
3062,303,6,212,166,2774,190,216,198,2776,2,24,2
2440,197,14,799,154,7193,217,231,147,5924,4,10,3
3410,104,20,258,197,1196,235,224,125,1743,2,22,2
3128,186,8,361,149,3633,258,232,158,632,1,29,2
3038,272,19,312,141,3540,171,239,207,1488,2,12,2
3178,348,21,30,10,3203,198,208,173,5403,3,29,1
3099,345,12,277,125,3270,185,232,198,1254,3,29,2
3138,146,8,1270,177,890,213,207,168,3751,4,6,3
3290,111,20,170,151,2394,243,225,129,2827,2,12,2
3283,135,17,130,111,2337,214,211,150,987,1,29,1
3032,82,24,150,43,1047,242,177,183,1236,3,33,2
3160,329,15,431,29,1209,213,221,148,3721,1,29,2
2161,89,12,128,93,779,235,238,119,3011,4,10,2
3340,295,9,124,37,301,213,234,114,1600,3,33,2
3047,193,17,162,60,3270,201,245,153,1084,2,23,1
3044,287,23,264,45,850,216,195,151,1237,2,23,1
3034,65,9,334,21,4749,231,214,121,2451,3,39,2
2942,235,34,258,122,2009,172,175,125,1196,3,22,1
3185,268,11,339,118,1334,204,236,181,3012,2,24,1
2462,99,18,142,11,911,241,215,110,1288,4,1,3
2410,103,10,277,23,3170,205,207,188,2498,4,10,2
2108,261,13,421,42,1057,223,234,147,770,4,6,3
2958,256,4,150,34,1417,206,234,149,2716,3,23,2
2332,177,8,301,-23,965,213,236,174,140,4,3,2
3373,323,10,108,33,2429,216,224,120,1562,2,23,2
3135,119,33,391,52,440,243,188,88,5136,2,29,1
3355,296,11,228,49,2231,173,234,218,1036,3,29,1
3217,179,11,560,121,1616,220,206,115,1606,1,10,6
2825,170,32,85,21,4342,237,217,89,2218,1,22,1
2050,299,7,124,19,617,182,234,167,500,4,10,2
3347,246,11,250,127,1208,209,222,134,1297,1,29,2
3134,106,14,170,3,1555,222,238,168,1711,1,23,2
3189,50,16,230,76,2668,221,226,125,2254,4,10,2
2885,140,27,277,76,1898,152,226,152,1813,4,10,1
3178,308,12,1265,90,3510,219,183,138,2331,1,23,1
2975,182,17,67,15,981,205,234,198,4411,1,29,1
2483,190,30,572,41,470,221,244,142,1164,4,10,6
2345,82,13,602,101,4788,216,238,202,1363,4,6,3
3286,112,16,185,13,2993,246,228,168,1807,3,32,2
2947,155,33,483,31,1098,223,201,111,1164,1,23,2
3235,48,23,42,15,1120,213,175,64,1448,1,29,1
3163,345,22,382,15,1146,183,244,19,1156,1,19,2
3204,8,13,124,4,3799,235,221,106,1785,2,23,2
3165,114,20,485,114,706,220,244,139,1926,2,23,2
3266,241,7,150,41,232,209,216,142,2550,2,33,2
3538,341,22,210,27,1239,189,207,156,5824,4,40,1
2366,326,18,108,132,1080,113,210,228,1582,1,10,2
3034,66,5,132,57,1162,230,206,192,600,3,33,2
3127,166,15,30,37,1069,230,228,106,1817,3,32,1
2955,113,19,562,124,3509,234,236,105,954,3,23,2
3112,14,23,90,3,1555,206,194,168,2209,2,31,6
2452,136,21,389,133,300,221,160,142,1803,4,40,1
2449,172,14,30,16,919,236,239,102,1145,4,100,1
3223,121,14,120,28,1277,220,247,170,522,3,4,3
1880,113,3,67,81,546,237,228,120,1441,4,4,6
2719,255,17,3913,217,2140,197,238,194,1809,1,10,1
2705,84,17,242,2,1497,211,239,124,629,1,29,2
3289,239,16,0,0,2033,191,222,160,1294,1,27,2
3094,138,16,425,11,1506,251,216,118,552,1,29,2
3338,35,14,120,22,1086,153,228,168,1766,1,14,3
3294,48,13,348,103,808,242,165,95,1349,3,29,2
3129,266,11,170,21,1205,224,227,115,6056,2,23,2
3147,147,18,777,-290,2170,221,216,122,180,2,22,1
2996,204,4,268,-4,1043,143,223,203,1065,2,23,2
3418,157,31,700,84,1279,209,195,161,948,2,38,2
3119,298,5,150,23,2028,150,242,176,1921,1,22,1
3015,144,16,67,3,2175,233,233,138,2250,1,13,1
3186,78,12,554,191,1541,208,247,180,2944,2,23,2
3066,190,10,143,150,1032,208,226,138,1227,2,23,2
3004,55,18,212,62,1317,225,213,142,3045,1,22,2
2139,4,24,277,93,1767,224,184,155,3288,4,10,3
3094,110,16,212,55,963,233,185,88,1112,4,10,3
3285,295,10,304,18,1675,195,222,175,1049,1,37,1
2329,311,2,121,5,1841,187,239,21,975,1,1,4
3240,79,5,417,90,2200,238,225,111,550,1,10,3
3299,21,21,300,43,909,229,245,165,1092,1,33,2
3224,235,10,579,54,1508,195,222,167,1620,1,13,1
3002,309,12,172,27,1113,182,215,191,3451,2,32,2
3023,136,11,170,70,1329,172,242,197,2230,1,19,6
3086,177,17,300,293,790,224,238,177,3179,1,22,2
2194,170,21,60,26,787,193,174,191,1641,4,10,3
3267,123,18,320,121,5436,227,222,152,1560,2,32,1
2333,177,16,268,47,313,223,234,111,2244,4,10,3
3102,147,10,0,0,1621,210,223,151,1600,1,29,2
3321,123,9,1100,15,421,224,224,152,4619,2,32,1
3161,245,9,309,28,1546,222,231,158,3528,3,23,2
2344,55,19,500,18,1716,215,227,141,1070,4,10,6
3322,170,24,252,24,1131,222,211,146,1233,2,23,2
2876,214,18,42,51,1837,124,232,193,2428,1,22,2
3029,54,10,60,22,4694,213,214,147,3144,1,24,1
2118,37,16,208,8,2942,203,232,173,1202,4,6,3
3033,190,11,124,5,519,235,232,137,1873,2,10,6
3222,369,20,192,17,1724,238,232,75,1080,1,29,7
3289,28,12,0,0,717,222,227,118,1875,1,24,2
2188,318,18,170,29,1530,184,228,198,698,4,10,3
3123,77,14,60,19,1118,201,239,169,1139,1,23,2
3286,116,13,42,15,2404,240,224,113,2042,2,32,1
2344,154,16,133,-3,3319,200,227,116,2500,4,30,2
2352,227,23,275,31,2758,183,236,184,1066,4,10,7
3087,245,19,612,34,770,215,239,126,2186,3,31,2
3136,150,11,212,125,2184,204,224,190,1741,3,32,1
3342,128,26,670,110,1560,233,231,161,2009,3,22,2
3020,142,36,119,2,5777,239,234,131,4879,1,29,2
3135,300,30,150,34,1115,144,244,185,1088,2,22,1
3228,292,15,311,25,1252,210,226,146,1248,2,33,1
2175,193,23,489,41,1260,199,176,150,1724,4,30,2
3215,304,13,312,51,1024,173,220,169,2082,1,5,1
3201,242,16,67,16,4770,200,218,150,2526,1,23,1
3117,52,18,150,24,618,207,226,185,2231,1,23,2
2949,117,18,30,-2,383,228,219,136,2391,1,29,2
2323,89,29,424,211,5704,257,231,151,1240,1,29,2
