Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2973.0,358.0,11.0,120.0,31.0,3940.0,203.0,220.0,155.0,2518.0,1,29,2
2627.0,90.0,3.0,510.0,116.0,630.0,224.0,234.0,146.0,926.0,4,11,2
3185.0,289.0,20.0,323.0,37.0,366.0,160.0,233.0,212.0,638.0,2,32,1
3170.0,38.0,20.0,218.0,34.0,966.0,215.0,192.0,104.0,5081.0,2,22,1
2434.0,8.0,12.0,433.0,244.0,1062.0,206.0,217.0,147.0,1055.0,4,6,3
3208.0,214.0,21.0,255.0,62.0,1231.0,195.0,254.0,188.0,4496.0,2,22,2
3424.0,95.0,25.0,108.0,40.0,1617.0,250.0,194.0,58.0,1695.0,2,39,7
3011.0,4.0,3.0,618.0,123.0,2605.0,215.0,233.0,155.0,1740.0,3,32,2
3128.0,44.0,15.0,277.0,42.0,582.0,222.0,207.0,116.0,1660.0,1,22,2
2780.0,259.0,27.0,85.0,19.0,1717.0,145.0,243.0,230.0,1433.0,3,13,2
2258.0,110.0,28.0,175.0,51.0,636.0,254.0,196.0,49.0,1655.0,4,3,4
3116.0,318.0,11.0,258.0,36.0,201.0,190.0,230.0,179.0,1341.0,2,22,1
2176.0,44.0,29.0,124.0,48.0,810.0,213.0,164.0,68.0,874.0,4,5,6
2280.0,352.0,40.0,182.0,136.0,1146.0,122.0,141.0,135.0,1454.0,4,10,3
3314.0,322.0,18.0,691.0,134.0,834.0,170.0,218.0,187.0,391.0,2,33,1
2892.0,90.0,14.0,180.0,34.0,3305.0,241.0,216.0,101.0,4260.0,1,12,2
3261.0,69.0,14.0,201.0,22.0,912.0,234.0,210.0,104.0,878.0,2,32,1
3015.0,61.0,7.0,30.0,-6.0,886.0,226.0,225.0,133.0,283.0,3,23,1
3229.0,22.0,19.0,175.0,46.0,1543.0,205.0,197.0,123.0,335.0,1,22,1
3402.0,137.0,21.0,277.0,73.0,1018.0,247.0,226.0,97.0,4089.0,2,38,2
2651.0,50.0,7.0,0.0,0.0,404.0,224.0,225.0,136.0,1415.0,1,12,2
3219.0,215.0,19.0,351.0,42.0,2584.0,197.0,254.0,187.0,1061.0,1,29,1
3378.0,99.0,13.0,0.0,0.0,1682.0,241.0,221.0,108.0,3354.0,2,35,1
3326.0,77.0,21.0,150.0,-11.0,2188.0,241.0,196.0,75.0,4579.0,2,23,1
2457.0,322.0,8.0,234.0,103.0,698.0,199.0,232.0,173.0,1177.0,4,6,6
2853.0,13.0,13.0,600.0,66.0,2012.0,207.0,214.0,142.0,1087.0,3,11,2
3342.0,108.0,5.0,42.0,3.0,2312.0,229.0,234.0,138.0,1177.0,3,39,7
3212.0,32.0,11.0,757.0,69.0,2574.0,218.0,217.0,134.0,3256.0,3,31,1
2280.0,133.0,11.0,30.0,4.0,1546.0,237.0,235.0,127.0,684.0,4,3,3
3023.0,80.0,7.0,210.0,3.0,1440.0,229.0,228.0,133.0,1110.0,3,32,1
2947.0,277.0,26.0,170.0,57.0,5160.0,142.0,235.0,227.0,1302.0,1,29,2
3221.0,77.0,15.0,339.0,87.0,872.0,238.0,211.0,100.0,5260.0,2,22,1
2854.0,36.0,21.0,360.0,62.0,4307.0,213.0,188.0,102.0,5377.0,1,29,1
2840.0,137.0,28.0,30.0,12.0,120.0,249.0,216.0,75.0,1355.0,1,30,1
2476.0,13.0,17.0,190.0,52.0,297.0,202.0,203.0,135.0,1110.0,4,10,6
3058.0,269.0,21.0,658.0,261.0,2230.0,162.0,242.0,218.0,1146.0,3,33,2
2160.0,328.0,27.0,0.0,0.0,752.0,146.0,198.0,186.0,1617.0,4,16,3
2651.0,316.0,25.0,240.0,92.0,1064.0,146.0,210.0,199.0,641.0,3,33,6
3201.0,264.0,25.0,361.0,100.0,255.0,151.0,242.0,225.0,2258.0,2,40,1
2016.0,337.0,16.0,124.0,21.0,180.0,182.0,215.0,171.0,153.0,4,5,3
3066.0,134.0,22.0,95.0,27.0,3367.0,248.0,225.0,93.0,2375.0,3,33,1
3244.0,159.0,15.0,361.0,76.0,3876.0,235.0,242.0,133.0,677.0,3,33,1
3126.0,70.0,7.0,376.0,20.0,3381.0,228.0,226.0,132.0,4741.0,1,29,2
2862.0,323.0,24.0,636.0,214.0,1126.0,153.0,208.0,191.0,1291.0,3,28,2
3304.0,12.0,15.0,240.0,34.0,3776.0,204.0,209.0,140.0,1968.0,1,38,1
2671.0,205.0,13.0,210.0,-21.0,1786.0,212.0,252.0,172.0,201.0,3,4,3
2452.0,298.0,13.0,90.0,18.0,1172.0,184.0,235.0,191.0,850.0,4,10,6
3190.0,150.0,22.0,342.0,97.0,277.0,242.0,233.0,109.0,2971.0,2,25,1
3341.0,294.0,15.0,524.0,51.0,3582.0,178.0,236.0,197.0,1532.0,1,39,1
3209.0,274.0,15.0,60.0,21.0,4991.0,178.0,242.0,203.0,663.0,1,22,1
2376.0,35.0,20.0,30.0,7.0,540.0,213.0,191.0,106.0,495.0,4,6,3
2870.0,78.0,16.0,127.0,17.0,693.0,239.0,209.0,95.0,124.0,3,33,2
3252.0,47.0,9.0,162.0,26.0,4511.0,223.0,221.0,132.0,1381.0,1,23,1
2240.0,40.0,26.0,120.0,50.0,934.0,212.0,174.0,83.0,272.0,4,10,3
2747.0,11.0,13.0,134.0,8.0,1379.0,206.0,213.0,143.0,618.0,3,31,2
2527.0,44.0,17.0,67.0,8.0,1879.0,222.0,200.0,108.0,1911.0,3,10,2
3199.0,36.0,8.0,175.0,-14.0,2981.0,220.0,222.0,138.0,1487.0,1,29,1
3398.0,150.0,8.0,641.0,169.0,660.0,230.0,240.0,142.0,420.0,2,40,7
2580.0,289.0,30.0,228.0,155.0,402.0,123.0,221.0,230.0,994.0,4,10,2
2824.0,200.0,28.0,484.0,-112.0,3436.0,197.0,251.0,172.0,1556.0,3,13,2
3190.0,201.0,14.0,277.0,17.0,591.0,213.0,252.0,170.0,2594.0,2,32,1
2356.0,347.0,30.0,384.0,156.0,1065.0,150.0,177.0,156.0,955.0,4,10,6
3273.0,300.0,4.0,750.0,112.0,1237.0,209.0,238.0,168.0,1655.0,2,24,2
3158.0,251.0,19.0,153.0,40.0,134.0,176.0,250.0,209.0,514.0,2,22,1
3333.0,60.0,15.0,60.0,-3.0,2407.0,231.0,207.0,104.0,4123.0,2,35,1
2590.0,69.0,7.0,360.0,81.0,1200.0,228.0,226.0,131.0,1622.0,3,11,2
3274.0,69.0,21.0,531.0,14.0,1463.0,237.0,192.0,77.0,5014.0,2,24,1
3223.0,295.0,7.0,268.0,39.0,2949.0,201.0,238.0,177.0,700.0,3,32,1
3167.0,147.0,16.0,366.0,-159.0,361.0,240.0,236.0,120.0,3632.0,2,22,2
3077.0,249.0,18.0,30.0,8.0,1611.0,179.0,250.0,207.0,1107.0,3,21,1
2961.0,200.0,34.0,170.0,71.0,2045.0,186.0,246.0,170.0,1201.0,3,33,2
3314.0,67.0,18.0,90.0,21.0,2229.0,235.0,201.0,91.0,2143.0,3,22,1
2446.0,260.0,22.0,216.0,29.0,120.0,162.0,246.0,219.0,361.0,4,10,3
2571.0,35.0,24.0,60.0,7.0,1237.0,209.0,179.0,94.0,750.0,3,24,2
2746.0,1.0,14.0,150.0,36.0,3113.0,199.0,212.0,150.0,1742.0,1,29,2
3189.0,85.0,15.0,268.0,30.0,3118.0,240.0,213.0,99.0,2906.0,3,32,2
3132.0,177.0,13.0,124.0,32.0,3689.0,226.0,247.0,151.0,4997.0,1,29,1
3234.0,82.0,10.0,361.0,-28.0,849.0,235.0,222.0,118.0,2940.0,2,23,2
2903.0,152.0,20.0,108.0,28.0,3581.0,241.0,236.0,115.0,5098.0,1,30,2
3328.0,195.0,26.0,382.0,122.0,828.0,205.0,250.0,164.0,902.0,1,22,1
3181.0,15.0,13.0,270.0,44.0,1471.0,208.0,213.0,141.0,67.0,1,22,1
2842.0,35.0,12.0,256.0,15.0,1862.0,219.0,214.0,129.0,1572.0,3,31,2
3485.0,84.0,23.0,484.0,51.0,2518.0,245.0,193.0,64.0,2263.0,1,40,1
3104.0,324.0,12.0,210.0,23.0,582.0,188.0,226.0,178.0,967.0,2,23,1
3014.0,340.0,14.0,180.0,51.0,2555.0,190.0,219.0,167.0,1761.0,3,33,1
1925.0,26.0,39.0,30.0,17.0,60.0,171.0,127.0,64.0,319.0,4,10,3
2943.0,318.0,19.0,42.0,-2.0,474.0,165.0,219.0,192.0,1728.0,3,24,2
2617.0,352.0,26.0,95.0,60.0,1293.0,165.0,185.0,152.0,6573.0,1,29,2
2815.0,61.0,13.0,85.0,7.0,680.0,230.0,212.0,112.0,2482.0,3,17,2
3435.0,41.0,5.0,511.0,57.0,1358.0,220.0,229.0,145.0,3823.0,2,35,1
2820.0,170.0,14.0,256.0,65.0,3395.0,229.0,245.0,145.0,3122.0,1,12,2
2988.0,54.0,27.0,124.0,65.0,2193.0,224.0,171.0,65.0,2743.0,3,33,1
2511.0,1.0,11.0,85.0,2.0,295.0,204.0,219.0,152.0,1466.0,3,10,6
3418.0,90.0,0.0,277.0,8.0,994.0,219.0,237.0,155.0,924.0,2,40,7
2872.0,36.0,13.0,216.0,36.0,2320.0,219.0,211.0,126.0,1254.0,3,23,1
2503.0,256.0,19.0,67.0,8.0,1138.0,174.0,248.0,211.0,997.0,4,6,2
2954.0,346.0,8.0,120.0,20.0,4075.0,205.0,228.0,161.0,541.0,1,20,1
3048.0,138.0,22.0,228.0,40.0,648.0,247.0,226.0,95.0,1455.0,3,22,2
3391.0,70.0,18.0,541.0,162.0,698.0,237.0,203.0,91.0,721.0,2,40,7
2507.0,303.0,8.0,190.0,48.0,247.0,198.0,236.0,178.0,330.0,4,6,2
2950.0,96.0,6.0,127.0,-3.0,1790.0,231.0,231.0,133.0,1438.0,1,29,2
2581.0,243.0,8.0,175.0,27.0,1231.0,203.0,247.0,182.0,1024.0,3,4,3
1952.0,118.0,25.0,108.0,47.0,124.0,253.0,209.0,67.0,666.0,4,3,3
2743.0,92.0,13.0,360.0,114.0,865.0,240.0,220.0,109.0,955.0,3,33,2
2892.0,19.0,22.0,240.0,66.0,2791.0,198.0,188.0,119.0,1965.0,1,12,2
3051.0,12.0,9.0,124.0,19.0,1047.0,211.0,221.0,147.0,1521.0,2,23,2
3175.0,38.0,17.0,216.0,38.0,1032.0,218.0,202.0,114.0,5047.0,2,22,1
2162.0,341.0,30.0,90.0,62.0,953.0,145.0,181.0,166.0,300.0,4,10,3
3299.0,349.0,4.0,120.0,10.0,4690.0,213.0,233.0,158.0,600.0,1,29,2
3083.0,251.0,13.0,95.0,18.0,5536.0,191.0,249.0,195.0,2440.0,1,23,2
3277.0,123.0,16.0,150.0,-53.0,607.0,245.0,227.0,106.0,3615.0,2,25,2
3120.0,14.0,9.0,60.0,4.0,1908.0,212.0,222.0,147.0,2988.0,3,23,1
2975.0,105.0,18.0,175.0,43.0,4353.0,248.0,214.0,88.0,1907.0,1,30,2
3052.0,309.0,3.0,258.0,38.0,1026.0,211.0,237.0,165.0,1824.0,3,32,1
2913.0,343.0,6.0,127.0,36.0,5073.0,207.0,230.0,162.0,4468.0,1,24,2
3108.0,80.0,13.0,60.0,-10.0,2687.0,237.0,215.0,107.0,1891.0,3,31,1
3121.0,10.0,8.0,234.0,13.0,5538.0,211.0,224.0,149.0,853.0,1,23,1
2336.0,334.0,24.0,42.0,17.0,1290.0,157.0,200.0,178.0,216.0,4,16,6
2044.0,337.0,37.0,360.0,195.0,330.0,116.0,163.0,170.0,924.0,4,5,6
3330.0,81.0,22.0,365.0,51.0,1761.0,244.0,195.0,69.0,1820.0,1,39,1
2287.0,338.0,29.0,218.0,-4.0,1142.0,144.0,185.0,172.0,1103.0,4,10,3
3097.0,211.0,11.0,247.0,42.0,1782.0,211.0,250.0,174.0,234.0,3,32,2
3227.0,183.0,16.0,120.0,10.0,2856.0,223.0,249.0,154.0,2460.0,1,29,7
3089.0,20.0,10.0,30.0,-7.0,1194.0,213.0,218.0,141.0,960.0,3,23,1
3122.0,321.0,15.0,319.0,54.0,258.0,182.0,224.0,182.0,1550.0,2,22,1
3312.0,37.0,5.0,30.0,1.0,1199.0,220.0,229.0,146.0,1440.0,2,38,1
3252.0,169.0,20.0,150.0,17.0,1666.0,231.0,244.0,135.0,2635.0,1,30,1
3149.0,21.0,9.0,255.0,25.0,1655.0,214.0,221.0,142.0,1025.0,2,32,1
3349.0,339.0,11.0,85.0,5.0,5040.0,196.0,224.0,167.0,3512.0,3,38,7
2866.0,313.0,32.0,182.0,95.0,660.0,119.0,197.0,209.0,1114.0,3,33,1
2062.0,304.0,7.0,0.0,0.0,876.0,201.0,237.0,175.0,212.0,4,17,4
2364.0,118.0,15.0,362.0,57.0,997.0,244.0,226.0,106.0,979.0,4,3,3
3261.0,98.0,13.0,150.0,8.0,1645.0,241.0,221.0,107.0,2746.0,1,22,1
2348.0,81.0,12.0,382.0,155.0,1008.0,236.0,219.0,112.0,1358.0,4,6,4
2197.0,298.0,22.0,124.0,56.0,752.0,155.0,227.0,210.0,1020.0,4,10,6
2345.0,308.0,24.0,391.0,163.0,1144.0,148.0,217.0,206.0,960.0,4,10,6
3136.0,291.0,17.0,228.0,39.0,150.0,171.0,235.0,204.0,768.0,2,22,1
2955.0,229.0,18.0,242.0,118.0,2522.0,190.0,254.0,197.0,2089.0,3,13,2
2252.0,306.0,35.0,134.0,84.0,1181.0,106.0,197.0,220.0,531.0,4,10,3
2265.0,341.0,36.0,240.0,129.0,999.0,124.0,162.0,162.0,488.0,4,10,3
2449.0,313.0,29.0,484.0,222.0,858.0,130.0,204.0,207.0,270.0,4,10,3
2185.0,352.0,19.0,42.0,14.0,1165.0,184.0,204.0,156.0,511.0,4,10,3
2937.0,97.0,4.0,420.0,24.0,3665.0,226.0,234.0,143.0,4162.0,1,12,2
2212.0,154.0,34.0,162.0,40.0,730.0,237.0,218.0,80.0,752.0,4,6,3
2451.0,293.0,17.0,351.0,51.0,900.0,169.0,234.0,204.0,175.0,4,10,6
2134.0,271.0,12.0,402.0,85.0,443.0,187.0,244.0,196.0,858.0,4,10,3
2295.0,355.0,23.0,85.0,26.0,361.0,177.0,193.0,149.0,470.0,4,10,3
2749.0,90.0,9.0,190.0,26.0,2542.0,235.0,225.0,121.0,6823.0,1,12,1
2892.0,105.0,7.0,524.0,79.0,3453.0,232.0,232.0,133.0,2942.0,1,12,2
3400.0,336.0,6.0,361.0,61.0,1591.0,206.0,231.0,164.0,1129.0,3,38,7
3063.0,255.0,21.0,42.0,15.0,1651.0,168.0,248.0,215.0,1231.0,3,23,1
2906.0,81.0,9.0,384.0,52.0,3971.0,233.0,224.0,123.0,5676.0,1,20,2
2965.0,130.0,15.0,418.0,69.0,5500.0,243.0,230.0,112.0,4458.0,1,29,2
2970.0,4.0,12.0,594.0,35.0,1978.0,204.0,218.0,150.0,1024.0,3,23,1
2281.0,316.0,24.0,30.0,21.0,902.0,148.0,211.0,199.0,738.0,4,10,3
2900.0,317.0,18.0,180.0,36.0,1986.0,169.0,221.0,191.0,967.0,3,31,2
3143.0,135.0,16.0,270.0,41.0,127.0,244.0,231.0,112.0,4458.0,2,22,2
3152.0,114.0,9.0,120.0,6.0,4831.0,236.0,231.0,125.0,2192.0,1,29,1
3201.0,333.0,22.0,242.0,47.0,4500.0,163.0,205.0,178.0,1622.0,1,38,1
3271.0,175.0,21.0,60.0,-27.0,2607.0,226.0,246.0,141.0,3650.0,2,33,1
2500.0,81.0,20.0,240.0,50.0,837.0,243.0,199.0,77.0,470.0,4,1,3
2142.0,351.0,27.0,300.0,140.0,395.0,163.0,184.0,151.0,108.0,4,5,3
3059.0,220.0,19.0,402.0,-34.0,2916.0,194.0,254.0,191.0,994.0,3,34,2
2405.0,106.0,16.0,134.0,49.0,277.0,246.0,218.0,96.0,972.0,4,4,3
2422.0,30.0,18.0,484.0,240.0,1018.0,212.0,199.0,118.0,1072.0,4,6,3
3167.0,308.0,13.0,120.0,24.0,1397.0,185.0,232.0,187.0,2313.0,1,29,1
3228.0,54.0,4.0,330.0,95.0,2652.0,222.0,231.0,144.0,1282.0,3,31,2
3024.0,355.0,18.0,228.0,12.0,830.0,188.0,206.0,153.0,1127.0,2,22,2
3224.0,195.0,5.0,324.0,41.0,2502.0,219.0,244.0,160.0,842.0,3,32,1
3308.0,337.0,9.0,698.0,124.0,700.0,200.0,228.0,166.0,1167.0,2,23,1
2435.0,249.0,25.0,67.0,33.0,1401.0,157.0,248.0,222.0,661.0,4,10,6
2606.0,243.0,10.0,400.0,88.0,2279.0,201.0,248.0,184.0,390.0,3,2,3
3219.0,136.0,20.0,371.0,86.0,1140.0,247.0,227.0,100.0,1900.0,2,33,1
2940.0,7.0,32.0,210.0,72.0,210.0,165.0,160.0,118.0,1900.0,1,30,1
2377.0,10.0,31.0,30.0,18.0,553.0,171.0,162.0,114.0,1237.0,4,10,2
2430.0,317.0,23.0,446.0,72.0,908.0,154.0,214.0,197.0,1106.0,4,10,6
2852.0,195.0,18.0,240.0,62.0,4286.0,213.0,252.0,166.0,5105.0,1,30,2
2843.0,351.0,21.0,42.0,8.0,1263.0,178.0,199.0,156.0,1842.0,3,24,1
2401.0,267.0,18.0,60.0,19.0,417.0,172.0,245.0,210.0,865.0,4,10,3
2442.0,295.0,28.0,268.0,162.0,228.0,129.0,219.0,224.0,1657.0,4,10,3
3346.0,197.0,19.0,679.0,201.0,1188.0,211.0,252.0,168.0,4277.0,2,33,2
2498.0,289.0,16.0,210.0,67.0,1283.0,172.0,236.0,204.0,510.0,4,10,6
2479.0,90.0,10.0,467.0,123.0,830.0,235.0,224.0,120.0,1384.0,4,6,6
2250.0,300.0,31.0,201.0,113.0,1218.0,119.0,210.0,223.0,779.0,4,10,6
2264.0,10.0,34.0,124.0,68.0,716.0,163.0,151.0,108.0,534.0,4,10,6
3141.0,105.0,12.0,124.0,11.0,362.0,240.0,225.0,113.0,5403.0,2,23,1
3009.0,350.0,7.0,630.0,121.0,2613.0,208.0,229.0,159.0,1710.0,3,32,2
3166.0,279.0,27.0,210.0,-35.0,3298.0,138.0,232.0,229.0,2132.0,1,24,1
2949.0,154.0,16.0,400.0,-35.0,3925.0,238.0,239.0,126.0,5799.0,1,29,2
2551.0,337.0,16.0,430.0,165.0,874.0,182.0,215.0,171.0,1209.0,4,10,2
3286.0,4.0,8.0,153.0,32.0,2250.0,210.0,225.0,153.0,2122.0,2,33,2
3181.0,148.0,14.0,85.0,16.0,1507.0,238.0,238.0,128.0,1717.0,2,23,1
2672.0,152.0,15.0,300.0,67.0,492.0,237.0,239.0,129.0,180.0,3,4,3
2361.0,342.0,9.0,162.0,81.0,1320.0,201.0,226.0,164.0,362.0,4,10,6
3096.0,336.0,6.0,666.0,53.0,765.0,207.0,232.0,164.0,924.0,2,22,2
2473.0,326.0,9.0,295.0,39.0,674.0,198.0,230.0,172.0,1262.0,4,10,6
3392.0,138.0,17.0,330.0,63.0,997.0,244.0,232.0,110.0,4157.0,2,38,2
3044.0,323.0,12.0,391.0,79.0,631.0,190.0,228.0,177.0,577.0,2,22,1
2978.0,88.0,12.0,228.0,49.0,2010.0,238.0,220.0,112.0,1889.0,3,31,2
2480.0,93.0,10.0,300.0,93.0,780.0,237.0,224.0,118.0,258.0,4,2,3
2378.0,338.0,15.0,516.0,181.0,832.0,187.0,218.0,170.0,1478.0,4,6,3
3219.0,100.0,12.0,30.0,-11.0,1146.0,240.0,223.0,111.0,3001.0,2,23,2
3070.0,172.0,14.0,30.0,3.0,3121.0,229.0,246.0,145.0,5645.0,1,20,1
2276.0,93.0,16.0,201.0,29.0,1318.0,243.0,214.0,96.0,541.0,4,2,6
2961.0,36.0,15.0,513.0,148.0,2837.0,218.0,205.0,119.0,1560.0,3,10,2
2909.0,33.0,8.0,150.0,17.0,1616.0,219.0,223.0,140.0,2455.0,3,11,2
2272.0,328.0,17.0,85.0,21.0,785.0,176.0,218.0,180.0,457.0,4,10,3
3376.0,79.0,10.0,661.0,91.0,1909.0,233.0,223.0,121.0,1839.0,1,38,1
3184.0,352.0,17.0,42.0,7.0,2647.0,189.0,209.0,157.0,2753.0,3,24,1
3127.0,263.0,16.0,30.0,8.0,467.0,179.0,246.0,205.0,2190.0,2,22,2
3237.0,299.0,18.0,190.0,45.0,379.0,167.0,230.0,202.0,458.0,2,33,1
3213.0,67.0,20.0,67.0,13.0,3840.0,236.0,196.0,84.0,2993.0,1,39,7
2936.0,350.0,11.0,150.0,-2.0,5594.0,200.0,221.0,160.0,3732.0,1,29,2
2592.0,76.0,2.0,150.0,-4.0,361.0,222.0,235.0,150.0,6158.0,1,29,5
2804.0,100.0,12.0,300.0,17.0,524.0,239.0,224.0,113.0,319.0,1,29,5
3155.0,173.0,6.0,134.0,13.0,3717.0,224.0,243.0,154.0,4783.0,1,29,1
2814.0,17.0,6.0,108.0,16.0,3287.0,215.0,226.0,148.0,6313.0,1,29,2
2973.0,117.0,28.0,190.0,115.0,924.0,254.0,200.0,53.0,1328.0,3,33,1
2834.0,315.0,5.0,108.0,-1.0,2531.0,206.0,236.0,168.0,2297.0,1,29,2
3308.0,334.0,19.0,446.0,81.0,4499.0,173.0,211.0,176.0,1158.0,3,39,1
2751.0,72.0,8.0,270.0,21.0,2524.0,230.0,224.0,127.0,2248.0,3,11,2
3219.0,257.0,9.0,67.0,12.0,942.0,200.0,246.0,185.0,2415.0,3,23,2
3271.0,270.0,5.0,854.0,161.0,1693.0,206.0,242.0,174.0,2538.0,3,31,1
3047.0,34.0,10.0,127.0,3.0,1376.0,219.0,218.0,134.0,1712.0,3,32,1
2049.0,58.0,16.0,150.0,81.0,150.0,230.0,205.0,103.0,390.0,4,4,3
3185.0,59.0,4.0,297.0,-9.0,703.0,223.0,231.0,143.0,990.0,2,32,2
3185.0,254.0,19.0,255.0,71.0,366.0,172.0,249.0,212.0,2259.0,2,22,2
3143.0,304.0,7.0,0.0,0.0,1406.0,201.0,237.0,175.0,1190.0,2,24,1
2482.0,265.0,22.0,150.0,49.0,350.0,159.0,244.0,220.0,30.0,4,10,2
2249.0,44.0,30.0,30.0,13.0,1405.0,212.0,160.0,64.0,837.0,4,10,3
3231.0,22.0,11.0,566.0,56.0,1513.0,213.0,217.0,139.0,2310.0,2,33,2
2467.0,244.0,24.0,30.0,13.0,1338.0,165.0,250.0,217.0,1120.0,3,16,3
3152.0,205.0,19.0,216.0,46.0,5459.0,205.0,254.0,177.0,1233.0,1,29,1
2309.0,349.0,19.0,60.0,17.0,1271.0,182.0,206.0,160.0,968.0,4,10,3
2713.0,23.0,18.0,30.0,8.0,2164.0,206.0,199.0,124.0,301.0,3,33,2
3389.0,115.0,11.0,858.0,179.0,735.0,239.0,229.0,119.0,67.0,2,38,7
2143.0,48.0,24.0,242.0,110.0,424.0,221.0,182.0,83.0,360.0,4,10,3
3098.0,301.0,12.0,124.0,17.0,108.0,185.0,234.0,189.0,2259.0,2,22,1
2973.0,290.0,9.0,85.0,15.0,2279.0,195.0,239.0,183.0,997.0,3,22,2
3118.0,259.0,9.0,277.0,-14.0,2524.0,199.0,245.0,185.0,698.0,3,32,1
3136.0,92.0,35.0,541.0,31.0,812.0,248.0,163.0,12.0,1830.0,1,30,2
3076.0,47.0,8.0,60.0,9.0,4861.0,223.0,223.0,135.0,2297.0,1,29,2
3345.0,229.0,16.0,703.0,207.0,1082.0,194.0,253.0,193.0,4354.0,2,33,2
2711.0,274.0,15.0,127.0,35.0,470.0,180.0,243.0,202.0,395.0,1,29,2
3177.0,339.0,4.0,300.0,7.0,216.0,211.0,234.0,161.0,1440.0,2,23,2
3047.0,107.0,9.0,212.0,48.0,5146.0,235.0,230.0,126.0,3463.0,1,29,2
2087.0,92.0,34.0,60.0,43.0,272.0,249.0,168.0,19.0,540.0,4,1,3
2728.0,56.0,17.0,390.0,104.0,1471.0,229.0,203.0,101.0,541.0,1,23,2
3239.0,119.0,15.0,120.0,29.0,124.0,244.0,226.0,107.0,703.0,2,24,2
2988.0,69.0,6.0,85.0,1.0,2912.0,226.0,228.0,136.0,1802.0,1,29,2
3101.0,9.0,20.0,30.0,6.0,1276.0,193.0,195.0,134.0,2553.0,3,24,1
2128.0,82.0,39.0,255.0,171.0,297.0,239.0,144.0,0.0,150.0,4,1,3
2749.0,23.0,2.0,120.0,4.0,1812.0,218.0,235.0,154.0,979.0,1,12,2
3310.0,83.0,44.0,268.0,89.0,2480.0,235.0,125.0,0.0,513.0,3,39,7
2873.0,184.0,12.0,309.0,84.0,4103.0,223.0,248.0,156.0,5281.0,1,12,2
2975.0,186.0,7.0,499.0,59.0,5542.0,222.0,246.0,158.0,3788.0,1,29,2
3159.0,333.0,8.0,366.0,-26.0,1099.0,201.0,229.0,168.0,808.0,2,24,1
3042.0,254.0,13.0,108.0,28.0,1736.0,190.0,248.0,196.0,1440.0,3,23,1
3079.0,324.0,4.0,540.0,36.0,630.0,209.0,235.0,165.0,741.0,2,23,2
2692.0,300.0,17.0,85.0,16.0,1666.0,171.0,231.0,200.0,1209.0,3,13,2
2294.0,28.0,33.0,120.0,24.0,646.0,187.0,149.0,78.0,661.0,4,10,6
2389.0,313.0,19.0,127.0,52.0,780.0,167.0,223.0,194.0,1172.0,4,10,6
3335.0,234.0,8.0,446.0,12.0,726.0,206.0,248.0,179.0,4280.0,2,32,2
2893.0,113.0,12.0,67.0,0.0,4417.0,240.0,228.0,116.0,6202.0,1,29,2
2908.0,281.0,1.0,366.0,53.0,2713.0,215.0,238.0,161.0,2242.0,1,29,2
2974.0,62.0,5.0,150.0,15.0,2207.0,224.0,230.0,142.0,1328.0,1,29,1
3189.0,227.0,18.0,402.0,111.0,212.0,192.0,254.0,194.0,3259.0,2,22,1
3020.0,274.0,12.0,319.0,61.0,551.0,187.0,243.0,195.0,648.0,2,22,2
2889.0,28.0,12.0,0.0,0.0,5659.0,215.0,213.0,133.0,1057.0,1,23,2
3265.0,97.0,30.0,391.0,127.0,1806.0,251.0,181.0,34.0,2563.0,1,39,1
2299.0,121.0,27.0,192.0,102.0,834.0,253.0,206.0,62.0,1471.0,4,3,4
3091.0,289.0,20.0,150.0,54.0,408.0,161.0,234.0,211.0,1746.0,2,22,1
2464.0,240.0,8.0,466.0,211.0,874.0,206.0,247.0,179.0,503.0,4,2,6
2641.0,129.0,17.0,30.0,7.0,807.0,245.0,228.0,106.0,1761.0,1,30,2
3156.0,57.0,10.0,466.0,17.0,1801.0,227.0,219.0,125.0,2947.0,1,29,2
3365.0,245.0,12.0,256.0,110.0,3472.0,194.0,249.0,192.0,541.0,1,39,1
2894.0,113.0,17.0,127.0,27.0,2952.0,247.0,221.0,96.0,2147.0,1,30,2
3276.0,274.0,20.0,655.0,162.0,6078.0,162.0,241.0,216.0,2850.0,1,30,2
2145.0,360.0,27.0,268.0,108.0,361.0,169.0,179.0,138.0,592.0,4,10,6
3301.0,120.0,17.0,696.0,21.0,972.0,247.0,224.0,100.0,5520.0,2,40,1
3266.0,180.0,13.0,306.0,78.0,1307.0,224.0,248.0,153.0,2784.0,1,22,1
3502.0,354.0,12.0,594.0,132.0,1323.0,200.0,218.0,156.0,1822.0,2,40,7
3066.0,279.0,11.0,180.0,26.0,745.0,191.0,242.0,191.0,1871.0,2,24,1
2856.0,104.0,10.0,0.0,0.0,702.0,237.0,228.0,121.0,1683.0,3,24,2
2815.0,220.0,12.0,120.0,27.0,2072.0,205.0,252.0,181.0,1861.0,3,13,2
3374.0,70.0,5.0,726.0,193.0,1354.0,225.0,230.0,140.0,918.0,2,31,1
